Brand Cockpit - Level 1,Brand Cockpit - Level 2,Platform,Global / Local,MU,Category,Month,Year,Data,Scenario,Value
Other CSD,Evervess,Flavors,Local,Italy,Beverages,Oct,2017,Vol,Actual,"10,500.20"
Tasty,3D (Bugles),Capture Family Fun,Local,Spain,Snacks,Aug,2017,Vol,LY,"10,501.20"
Lay's,Scoops,Build Lays Powerbrand,Global,Poland,Snacks,Apr,2017,NR,Fcst,"10,503.80"
Pardon,Cracker,Other,Local,Germany,Snacks,Jul,2017,Vol,Plan,"10,511.90"
Quaker,Cereals,Other,Global,Spain,Snacks,Feb,2017,Vol,Plan,"10,517.90"
Balance,Balance,Other,Local,Spain,Snacks,Jan,2017,NR,LY,"10,517.90"
Tasty,3D (Bugles),Capture Family Fun,Local,Spain,Snacks,May,2017,Vol,Actual,"10,525.70"
Tasty,3D (Bugles),Capture Family Fun,Local,Spain,Snacks,May,2017,Vol,Fcst,"10,525.70"
Pepsi,Pepsi Twist,Colas,Global,Portugal,Beverages,Dec,2017,NR,LY,"10,534.10"
Mirinda,MirindaFlav,Flavors,Global,Italy,Beverages,Oct,2017,NR,LY,"10,537.80"
Other Global,Gatorade ,Other,Global,Switzerland,Beverages,Mar,2017,Vol,Plan,"10,538.30"
Other Global,Gatorade ,Other,Global,Italy,Beverages,Feb,2017,NR,LY,"10,538.40"
Other CSD,Evervess,Flavors,Local,Portugal,Beverages,Mar,2017,NR,LY,"10,544.80"
Doritos,Core,Deepen Youth Footprint,Global,Spain,Snacks,Aug,2017,NR,Plan,"10,550.70"
Other Global,Gatorade ,Other,Global,France,Beverages,May,2017,Vol,Actual,"10,558.60"
Other Global,Gatorade ,Other,Global,France,Beverages,May,2017,Vol,Fcst,"10,558.60"
Cheetos,Extruded / Pellet,Capture Family Fun,Global,Spain,Snacks,Jul,2017,Vol,LY,"10,574.20"
Tasty,3D (Bugles),Capture Family Fun,Local,Spain,Snacks,Nov,2017,Vol,Actual,"10,578.30"
Other CSD,Slice,Flavors,Local,Italy,Beverages,Dec,2017,NR,LY,"10,581.30"
Mountain Dew,Mountain Dew,Flavors,Global,Netherlands,Beverages,Feb,2017,Vol,Actual,"10,587.90"
Mountain Dew,Mountain Dew,Flavors,Global,Netherlands,Beverages,Feb,2017,Vol,Fcst,"10,587.90"
Other CSD,Like Cola,Flavors,Local,Portugal,Beverages,Sep,2017,NR,Fcst,"10,592.00"
Star,N&S,Capture Family Fun,Local,France,Snacks,Jul,2017,Vol,Actual,"10,593.70"
Star,N&S,Capture Family Fun,Local,France,Snacks,Jul,2017,Vol,Fcst,"10,593.70"
Quaker,Oats,Other,Global,Spain,Snacks,Nov,2017,Vol,Actual,"10,603.00"
Balance,Snack A Jacks,Other,Local,Spain,Snacks,Mar,2017,NR,LY,"10,614.90"
Quaker,Oats,Other,Global,Spain,Snacks,Jun,2017,Vol,LY,"10,616.00"
Lipton,Lipton,RTD,Global,Netherlands,Beverages,May,2017,NR,LY,"10,618.80"
Doritos,Core,Deepen Youth Footprint,Global,Spain,Snacks,Nov,2017,NR,LY,"10,627.20"
Balance,Elite Popcorn,Other,Local,Belgium,Snacks,Sep,2017,Vol,Plan,"10,628.40"
Tasty,3D (Bugles),Capture Family Fun,Local,Spain,Snacks,Mar,2017,Vol,Actual,"10,633.00"
Tasty,3D (Bugles),Capture Family Fun,Local,Spain,Snacks,Mar,2017,Vol,Fcst,"10,633.00"
Mountain Dew,Mountain Dew,Flavors,Global,Netherlands,Beverages,Oct,2017,NR,Actual,"10,642.30"
Other Energy,RockStar,Energy,Local,France,Beverages,Feb,2017,Vol,Plan,"10,665.20"
Balance,Balance,Other,Local,Spain,Snacks,Dec,2017,NR,Actual,"10,673.80"
Mountain Dew,Mountain Dew,Flavors,Global,Netherlands,Beverages,Nov,2017,NR,Fcst,"10,674.40"
Other CSD,Schweppes,Flavors,Local,Poland,Beverages,Feb,2017,Vol,Actual,"10,677.10"
Other CSD,Schweppes,Flavors,Local,Poland,Beverages,Feb,2017,Vol,Fcst,"10,677.10"
7up,7-up,Flavors,Global,Netherlands,Beverages,Jan,2017,Vol,LY,"10,681.40"
Tasty,3D (Bugles),Capture Family Fun,Local,Spain,Snacks,Jan,2017,Vol,Plan,"10,683.20"
Other Juice,Toma Still Drink,Other,Local,Italy,Beverages,Nov,2017,NR,Actual,"10,689.00"
Quaker,Oats,Other,Global,Spain,Snacks,Aug,2017,Vol,Actual,"10,692.00"
Quaker,Oats,Other,Global,Spain,Snacks,Sep,2017,Vol,Actual,"10,692.00"
Quaker,Oats,Other,Global,Spain,Snacks,Aug,2017,Vol,Fcst,"10,692.00"
Other CSD,Evervess,Flavors,Local,Italy,Beverages,Oct,2017,Vol,LY,"10,692.30"
GUD,GUD,Other,Local,France,Snacks,Feb,2017,NR,Plan,"10,692.90"
Other CSD,Schweppes,Flavors,Local,Poland,Beverages,Mar,2017,Vol,LY,"10,701.90"
Balance,Balance,Other,Local,Spain,Snacks,Dec,2017,NR,Plan,"10,712.00"
Other CSD,Like Cola,Flavors,Local,Portugal,Beverages,Jan,2017,NR,Actual,"10,712.90"
Other CSD,Like Cola,Flavors,Local,Portugal,Beverages,Jan,2017,NR,Fcst,"10,712.90"
Other Juice,Toma Still Drink,Other,Local,Switzerland,Beverages,Aug,2017,Vol,LY,"10,714.00"
Other Global,Gatorade ,Other,Global,Portugal,Beverages,Oct,2017,Vol,Actual,"10,714.50"
Balance,Elite Popcorn,Other,Local,Belgium,Snacks,Sep,2017,Vol,LY,"10,724.70"
Lay's,PC Max,Build Lays Powerbrand,Global,Switzerland,Snacks,Aug,2017,Vol,LY,"10,728.50"
Mountain Dew,Mountain Dew,Flavors,Global,Italy,Beverages,Feb,2017,Vol,Actual,"10,732.30"
Mountain Dew,Mountain Dew,Flavors,Global,Italy,Beverages,Feb,2017,Vol,Fcst,"10,732.50"
Other Global,Gatorade ,Other,Global,Spain,Beverages,Sep,2017,NR,Plan,"10,736.70"
Quaker,Oats,Other,Global,Spain,Snacks,Mar,2017,Vol,Actual,"10,755.00"
Quaker,Oats,Other,Global,Spain,Snacks,Mar,2017,Vol,Fcst,"10,755.00"
Cheetos,Extruded / Pellet,Capture Family Fun,Global,Spain,Snacks,Jun,2017,Vol,Plan,"10,761.50"
Other CSD,Schweppes,Flavors,Local,Poland,Beverages,Jan,2017,Vol,Actual,"10,766.20"
Other CSD,Schweppes,Flavors,Local,Poland,Beverages,Jan,2017,Vol,Fcst,"10,766.20"
Other Water,Roua,Water,Local,France,Beverages,Oct,2017,Vol,LY,"10,773.70"
Cheetos,Popcorn,Capture Family Fun,Global,Spain,Snacks,Apr,2017,NR,Actual,"10,779.10"
Cheetos,Popcorn,Capture Family Fun,Global,Spain,Snacks,Apr,2017,NR,Fcst,"10,779.10"
Balance,Balance,Other,Local,Spain,Snacks,Dec,2017,NR,Fcst,"10,795.10"
Balance,Quavers,Other,Local,Spain,Snacks,Dec,2017,NR,Actual,"10,797.20"
Other CSD,Evervess,Flavors,Local,Italy,Beverages,Jan,2017,Vol,Plan,"10,797.70"
Pepsi,Pepsi Light,Colas,Global,Italy,Beverages,May,2017,Vol,Actual,"10,801.40"
Pepsi,Pepsi Light,Colas,Global,Italy,Beverages,May,2017,Vol,Fcst,"10,801.70"
Lay's,PC Max,Build Lays Powerbrand,Global,Switzerland,Snacks,Sep,2017,Vol,LY,"10,803.20"
Lay's,PC Max,Build Lays Powerbrand,Global,Switzerland,Snacks,Feb,2017,Vol,Plan,"10,805.50"
Pardon,Cracker,Other,Local,Germany,Snacks,Sep,2017,Vol,Plan,"10,815.00"
Other Global,Gatorade ,Other,Global,Italy,Beverages,Feb,2017,NR,Plan,"10,818.00"
Quaker,Oats,Other,Global,Spain,Snacks,Sep,2017,Vol,LY,"10,822.00"
Other Juice,Toma Still Drink,Other,Local,Switzerland,Beverages,Aug,2017,Vol,Plan,"10,824.40"
Cheetos,Extruded / Pellet,Capture Family Fun,Global,Spain,Snacks,Jun,2017,Vol,LY,"10,824.80"
Other Global,Gatorade ,Other,Global,France,Beverages,Jul,2017,Vol,Actual,"10,831.70"
Other Global,Gatorade ,Other,Global,France,Beverages,Jul,2017,Vol,Fcst,"10,831.70"
Ruffles,Ruffles,Build Lays Powerbrand,Global,Germany,Snacks,Apr,2017,Vol,Plan,"10,836.80"
Tasty,3D (Bugles),Capture Family Fun,Local,Spain,Snacks,Feb,2017,Vol,Actual,"10,853.40"
Tasty,3D (Bugles),Capture Family Fun,Local,Spain,Snacks,Feb,2017,Vol,Fcst,"10,853.40"
Balance,Elite Popcorn,Other,Local,Belgium,Snacks,Jan,2017,Vol,Actual,"10,866.30"
Balance,Elite Popcorn,Other,Local,Belgium,Snacks,Jan,2017,Vol,Fcst,"10,866.30"
Other Global,Gatorade ,Other,Global,Spain,Beverages,Mar,2017,NR,Actual,"10,866.90"
Other Global,Gatorade ,Other,Global,Spain,Beverages,Mar,2017,NR,Fcst,"10,866.90"
Lay's,PC Stix,Build Lays Powerbrand,Global,Netherlands,Snacks,Sep,2017,Vol,LY,"10,879.40"
Mountain Dew,Mountain Dew,Flavors,Global,Netherlands,Beverages,Dec,2017,Vol,Actual,"10,900.50"
Lipton,Lipton [green],RTD,Global,Netherlands,Beverages,Feb,2017,NR,Actual,"10,906.20"
Pepsi,Pepsi Light,Colas,Global,Italy,Beverages,Feb,2017,Vol,Plan,"10,908.40"
Cheetos,Extruded / Pellet,Capture Family Fun,Global,Spain,Snacks,Jul,2017,Vol,Plan,"10,912.30"
Mirinda,MirindaFlav,Flavors,Global,Italy,Beverages,Feb,2017,NR,LY,"10,914.90"
Lay's,Scoops,Build Lays Powerbrand,Global,Spain,Snacks,Dec,2017,Vol,Plan,"10,920.30"
Quaker,Cereals,Other,Global,Spain,Snacks,Sep,2017,Vol,Fcst,"10,924.50"
Other Juice,Toma Still Drink,Other,Local,Switzerland,Beverages,Sep,2017,Vol,Fcst,"10,925.90"
Quaker,Oats,Other,Global,Spain,Snacks,Feb,2017,Vol,LY,"10,926.50"
Lipton,Lipton [green],RTD,Global,Italy,Beverages,Jan,2017,Vol,LY,"10,933.30"
Quaker,Oats,Other,Global,Spain,Snacks,Jan,2017,Vol,LY,"10,940.50"
Lay's,PC Stix,Build Lays Powerbrand,Global,Netherlands,Snacks,Mar,2017,Vol,Actual,"10,946.90"
Lay's,PC Stix,Build Lays Powerbrand,Global,Netherlands,Snacks,Mar,2017,Vol,Fcst,"10,946.90"
Ruffles,Ruffles,Build Lays Powerbrand,Global,Germany,Snacks,Mar,2017,Vol,Plan,"10,951.30"
Other CSD,Schweppes,Flavors,Local,Poland,Beverages,Nov,2017,Vol,Fcst,"10,952.10"
Other CSD,Slice,Flavors,Local,Italy,Beverages,Mar,2017,NR,LY,"10,953.10"
Doritos,Core,Deepen Youth Footprint,Global,Germany,Snacks,Jan,2017,NR,Plan,"10,954.00"
Other CSD,Evervess,Flavors,Local,Portugal,Beverages,Aug,2017,NR,LY,"10,964.90"
Lay's,PC Stix,Build Lays Powerbrand,Global,Netherlands,Snacks,Nov,2017,Vol,LY,"10,972.10"
Star,N&S,Capture Family Fun,Local,France,Snacks,Nov,2017,Vol,Fcst,"10,983.40"
Lay's,PC Max,Build Lays Powerbrand,Global,Switzerland,Snacks,Jan,2017,Vol,Plan,"10,983.40"
Tasty,3D (Bugles),Capture Family Fun,Local,Spain,Snacks,Jan,2017,Vol,LY,"10,989.40"
Cheetos,Popcorn,Capture Family Fun,Global,Spain,Snacks,May,2017,NR,Plan,"10,994.30"
Other CSD,Schweppes,Flavors,Local,Poland,Beverages,Nov,2017,Vol,Plan,"10,994.40"
GUD,GUD,Other,Local,France,Snacks,Dec,2017,NR,Plan,"10,994.40"
Lay's,Scoops,Build Lays Powerbrand,Global,Poland,Snacks,Oct,2017,Vol,Plan,"11,016.20"
Balance,Elite Popcorn,Other,Local,Belgium,Snacks,Feb,2017,Vol,LY,"11,016.40"
Cheetos,Sweet,Capture Family Fun,Global,Spain,Snacks,Apr,2017,NR,Actual,"11,017.70"
Cheetos,Sweet,Capture Family Fun,Global,Spain,Snacks,Apr,2017,NR,Fcst,"11,017.70"
Other Water,Aqua Vita,Water,Local,Spain,Beverages,May,2017,NR,Actual,"11,019.80"
Other Water,Aqua Vita,Water,Local,Spain,Beverages,May,2017,NR,Fcst,"11,019.80"
Balance,Elite Popcorn,Other,Local,Belgium,Snacks,Nov,2017,Vol,Fcst,"11,023.70"
Lipton,Lipton,RTD,Global,Italy,Beverages,Jan,2017,Vol,LY,"11,024.70"
Lipton,Lipton [green],RTD,Global,Netherlands,Beverages,May,2017,NR,Actual,"11,031.30"
Quaker,Cereals,Other,Global,Spain,Snacks,Feb,2017,Vol,LY,"11,041.00"
Lay's,PC Strong,Build Lays Powerbrand,Global,Italy,Snacks,Feb,2017,Vol,Actual,"11,046.00"
Lay's,PC Strong,Build Lays Powerbrand,Global,Italy,Snacks,Feb,2017,Vol,Fcst,"11,046.00"
Other Global,Gatorade ,Other,Global,Italy,Beverages,Mar,2017,NR,LY,"11,072.90"
Ruffles,Ruffles,Build Lays Powerbrand,Global,Germany,Snacks,Jun,2017,Vol,Actual,"11,076.30"
Ruffles,Ruffles,Build Lays Powerbrand,Global,Germany,Snacks,Jun,2017,Vol,Fcst,"11,076.30"
Other CSD,Evervess,Flavors,Local,Italy,Beverages,Mar,2017,Vol,LY,"11,076.90"
Balance,Balance,Other,Local,Spain,Snacks,Feb,2017,NR,Actual,"11,077.10"
Balance,Balance,Other,Local,Spain,Snacks,Feb,2017,NR,Fcst,"11,077.10"
Cheetos,Popcorn,Capture Family Fun,Global,Spain,Snacks,Dec,2017,NR,LY,"11,081.10"
Pardon,Cracker,Other,Local,Germany,Snacks,Oct,2017,Vol,Plan,"11,084.20"
Star,N&S,Capture Family Fun,Local,France,Snacks,Feb,2017,Vol,LY,"11,089.60"
Cheetos,Extruded / Pellet,Capture Family Fun,Global,Italy,Snacks,Oct,2017,Vol,Fcst,"11,092.30"
Cheetos,Extruded / Pellet,Capture Family Fun,Global,Spain,Snacks,Jun,2017,Vol,Actual,"11,098.20"
Cheetos,Extruded / Pellet,Capture Family Fun,Global,Spain,Snacks,Jun,2017,Vol,Fcst,"11,098.20"
Mirinda,Mirinda,Flavors,Global,Netherlands,Beverages,Nov,2017,NR,Plan,"11,106.50"
Other Energy,RockStar,Energy,Local,France,Beverages,Nov,2017,Vol,LY,"11,117.50"
Quaker,Oats,Other,Global,Spain,Snacks,May,2017,Vol,Plan,"11,118.80"
Mirinda,MirindaFlav,Flavors,Global,Portugal,Beverages,Jan,2017,Vol,Plan,"11,125.80"
Balance,Balance,Other,Local,Spain,Snacks,Nov,2017,NR,Actual,"11,127.10"
Lay's,PC Stix,Build Lays Powerbrand,Global,France,Snacks,Dec,2017,Vol,Actual,"11,128.80"
Balance,Balance,Other,Local,Belgium,Snacks,Sep,2017,Vol,Fcst,"11,146.80"
Tasty,3D (Bugles),Capture Family Fun,Local,Spain,Snacks,Nov,2017,Vol,LY,"11,150.90"
Lay's,PC Stix,Build Lays Powerbrand,Global,Netherlands,Snacks,Feb,2017,Vol,LY,"11,156.40"
Quaker,Cereals,Other,Global,Spain,Snacks,Jun,2017,Vol,Actual,"11,157.20"
Quaker,Cereals,Other,Global,Spain,Snacks,Jun,2017,Vol,Fcst,"11,157.20"
Tasty,3D (Bugles),Capture Family Fun,Local,Spain,Snacks,Nov,2017,Vol,Fcst,"11,157.60"
Mountain Dew,Mountain Dew,Flavors,Global,Netherlands,Beverages,Jan,2017,Vol,Plan,"11,158.70"
Tasty,3D (Bugles),Capture Family Fun,Local,Spain,Snacks,Nov,2017,Vol,Plan,"11,163.40"
Star,N&S,Capture Family Fun,Local,France,Snacks,Apr,2017,Vol,Actual,"11,167.80"
Star,N&S,Capture Family Fun,Local,France,Snacks,Apr,2017,Vol,Fcst,"11,167.80"
Mountain Dew,Mountain Dew,Flavors,Global,Netherlands,Beverages,Feb,2017,NR,LY,"11,169.00"
Balance,Balance,Other,Local,Spain,Snacks,Dec,2017,NR,LY,"11,169.20"
Mountain Dew,Mountain Dew,Flavors,Global,Italy,Beverages,May,2017,Vol,Plan,"11,169.70"
Mountain Dew,Mountain Dew,Flavors,Global,Netherlands,Beverages,Jul,2017,NR,LY,"11,184.00"
Lipton,Lipton [green],RTD,Global,Netherlands,Beverages,Feb,2017,NR,LY,"11,186.30"
Ruffles,Ruffles,Build Lays Powerbrand,Global,Germany,Snacks,Jun,2017,Vol,Plan,"11,186.30"
Balance,Elite Popcorn,Other,Local,Belgium,Snacks,Dec,2017,Vol,Actual,"11,196.90"
Other CSD,Evervess,Flavors,Local,Italy,Beverages,Jun,2017,Vol,Fcst,"11,208.50"
Quaker,Oats,Other,Global,Spain,Snacks,Apr,2017,Vol,LY,"11,219.00"
Other Energy,RockStar,Energy,Local,Spain,Beverages,Jun,2017,NR,LY,"11,220.40"
Lay's,PC Stix,Build Lays Powerbrand,Global,Switzerland,Snacks,Sep,2017,Vol,Fcst,"11,233.80"
Balance,Balance,Other,Local,Spain,Snacks,Jul,2017,NR,Plan,"11,234.40"
Other CSD,Evervess,Flavors,Local,Italy,Beverages,Jun,2017,Vol,Actual,"11,244.20"
Other Global,Gatorade ,Other,Global,Italy,Beverages,Mar,2017,NR,Plan,"11,245.20"
Balance,Elite Popcorn,Other,Local,Belgium,Snacks,Feb,2017,Vol,Plan,"11,245.50"
Star,N&S,Capture Family Fun,Local,France,Snacks,Nov,2017,Vol,LY,"11,254.60"
Other Energy,RockStar,Energy,Local,France,Beverages,Dec,2017,Vol,Plan,"11,260.40"
Balance,Hyper,Capture Family Fun,Local,Poland,Snacks,Jan,2017,Vol,LY,"11,261.70"
Other Global,Gatorade ,Other,Global,Portugal,Beverages,Mar,2017,Vol,LY,"11,268.20"
Other Global,Gatorade ,Other,Global,Portugal,Beverages,Mar,2017,Vol,Plan,"11,268.20"
Sweet,Gum,Other,Local,Spain,Snacks,Jan,2017,Vol,LY,"11,271.90"
Star,Pretzel / Stick,Capture Family Fun,Local,Poland,Snacks,Aug,2017,NR,Plan,"11,277.20"
Lay's,PC Max,Build Lays Powerbrand,Global,Switzerland,Snacks,May,2017,Vol,LY,"11,282.90"
Balance,Snack A Jacks,Other,Local,Spain,Snacks,Jun,2017,NR,LY,"11,289.10"
Quaker,Cereals,Other,Global,Spain,Snacks,May,2017,Vol,Plan,"11,293.00"
Balance,Quavers,Other,Local,Spain,Snacks,Dec,2017,NR,Plan,"11,293.40"
Pepsi,Pepsi Twist,Colas,Global,Portugal,Beverages,Feb,2017,NR,LY,"11,298.40"
Other Global,Gatorade ,Other,Global,Spain,Beverages,Sep,2017,NR,LY,"11,299.40"
Lay's,PC V-Cut,Build Lays Powerbrand,Global,Netherlands,Snacks,Oct,2017,Vol,Fcst,"11,300.00"
Other Global,Gatorade ,Other,Global,Spain,Beverages,May,2017,NR,Plan,"11,300.70"
Quaker,Cereals,Other,Global,Spain,Snacks,Sep,2017,Vol,Plan,"11,305.50"
Lay's,PC Baked,Build Lays Powerbrand,Global,Italy,Snacks,Dec,2017,Vol,Actual,"11,323.30"
Lay's,Scoops,Build Lays Powerbrand,Global,Spain,Snacks,Nov,2017,Vol,Plan,"11,334.50"
Doritos,Core,Deepen Youth Footprint,Global,Spain,Snacks,Oct,2017,NR,LY,"11,340.30"
Mountain Dew,Mountain Dew,Flavors,Global,Italy,Beverages,Jan,2017,Vol,LY,"11,353.00"
Star,N&S,Capture Family Fun,Local,France,Snacks,Jun,2017,Vol,Actual,"11,360.50"
Star,N&S,Capture Family Fun,Local,France,Snacks,Jun,2017,Vol,Fcst,"11,360.50"
Mountain Dew,Mountain Dew,Flavors,Global,Netherlands,Beverages,Oct,2017,Vol,LY,"11,360.60"
Star,Pretzel / Stick,Capture Family Fun,Local,Poland,Snacks,Apr,2017,NR,Plan,"11,365.10"
Ruffles,Ruffles,Build Lays Powerbrand,Global,Germany,Snacks,Aug,2017,Vol,Plan,"11,369.60"
Other CSD,Slice,Flavors,Local,Italy,Beverages,Jul,2017,NR,Plan,"11,372.70"
Mountain Dew,Mountain Dew,Flavors,Global,Switzerland,Beverages,Apr,2017,Vol,Plan,"11,383.80"
Tasty,3D (Bugles),Capture Family Fun,Local,Spain,Snacks,Aug,2017,Vol,Actual,"11,385.20"
Tasty,3D (Bugles),Capture Family Fun,Local,Spain,Snacks,Aug,2017,Vol,Fcst,"11,385.20"
Mirinda,Mirinda,Flavors,Global,Netherlands,Beverages,Feb,2017,Vol,Plan,"11,396.10"
Pepsi,Pepsi Twist,Colas,Global,Italy,Beverages,Oct,2017,Vol,LY,"11,399.40"
Balance,Balance,Other,Local,Spain,Snacks,Jul,2017,NR,LY,"11,399.80"
Quaker,Oats,Other,Global,Spain,Snacks,Mar,2017,Vol,LY,"11,404.50"
Cheetos,Extruded / Pellet,Capture Family Fun,Global,Spain,Snacks,Aug,2017,Vol,LY,"11,408.80"
Pepsi,Pepsi Max,Colas,Global,Netherlands,Beverages,Jan,2017,Vol,Plan,"11,415.30"
Other Energy,RockStar,Energy,Local,France,Beverages,Nov,2017,Vol,Plan,"11,417.60"
Doritos,Core,Deepen Youth Footprint,Global,Spain,Snacks,Oct,2017,NR,Fcst,"11,423.90"
Lay's,PC Max,Build Lays Powerbrand,Global,Switzerland,Snacks,Nov,2017,Vol,LY,"11,430.70"
Cheetos,Popcorn,Capture Family Fun,Global,Spain,Snacks,Mar,2017,NR,LY,"11,436.40"
Lay's,PC Strong,Build Lays Powerbrand,Global,Italy,Snacks,Jul,2017,Vol,Plan,"11,444.70"
Mountain Dew,Mountain Dew,Flavors,Global,Switzerland,Beverages,Sep,2017,Vol,Plan,"11,457.30"
Mountain Dew,Mountain Dew,Flavors,Global,Netherlands,Beverages,Sep,2017,Vol,Actual,"11,458.80"
Pepsi,Pepsi Max,Colas,Global,Netherlands,Beverages,Feb,2017,NR,Plan,"11,459.50"
Other CSD,Evervess,Flavors,Local,Italy,Beverages,Dec,2017,Vol,Fcst,"11,460.00"
Star,N&S,Capture Family Fun,Local,France,Snacks,May,2017,Vol,LY,"11,464.70"
Doritos,Core,Deepen Youth Footprint,Global,Spain,Snacks,Dec,2017,NR,Fcst,"11,474.90"
Star,Pretzel / Stick,Capture Family Fun,Local,Poland,Snacks,Mar,2017,NR,Plan,"11,486.10"
